timestamp,PrimaryPLC.System.TMS/ClntReserv,PrimaryPLC.System.TMS/ClntReservoir,PrimaryPLC.System.TMS/ClntTemp,PrimaryPLC.System.TMS/ClntTempCold,PrimaryPLC.System.TMS/ClntTempHot
264572,0,1,21.5322,0,0
264581,0,1,21.5322,0,0
264590,0,1,21.5322,0,0
264599,0,1,21.5636,0,0
264608,0,1,21.5636,0,0
264617,0,1,21.5322,0,0
264626,0,1,21.5636,0,0
264635,0,1,21.5636,0,0
264644,0,1,21.5008,0,0
264653,0,1,21.5636,0,0
264662,0,1,21.5636,0,0
264671,0,1,21.5322,0,0
264680,0,1,21.5636,0,0
264689,0,1,21.5322,0,0
264698,0,1,21.5008,0,0
264707,0,1,21.5636,0,0
264716,0,1,21.5636,0,0
264725,0,1,21.5636,0,0
264734,0,1,21.5636,0,0
264743,0,1,21.5636,0,0
264752,0,1,21.595,0,0
264761,0,1,21.6264,0,0
264770,0,1,21.5636,0,0
264779,0,1,21.595,0,0
264788,0,1,21.595,0,0
264797,0,1,21.6892,0,0
264806,0,1,21.8462,0,0
264815,0,1,21.8148,0,0
264824,0,1,21.8148,0,0
264833,0,1,21.8462,0,0
264842,0,1,21.8462,0,0
264851,0,1,21.8462,0,0
264860,0,1,21.8462,0,0
264869,0,1,21.8462,0,0
264878,0,1,21.8462,0,0
264887,0,1,21.8462,0,0
264896,0,1,21.8776,0,0
264905,0,1,21.8776,0,0
264914,0,1,21.8462,0,0
264923,0,1,21.8776,0,0
264932,0,1,21.8462,0,0
264941,0,1,21.8776,0,0
264950,0,1,21.8776,0,0
264959,0,1,21.8776,0,0
264968,0,1,21.8462,0,0
264977,0,1,21.8776,0,0
264986,0,1,21.8776,0,0
264995,0,1,21.8776,0,0
265004,0,1,21.8462,0,0
265013,0,1,21.8776,0,0
265022,0,1,21.8462,0,0
265031,0,1,21.8776,0,0
265040,0,1,21.8776,0,0
265049,0,1,21.8776,0,0
265058,0,1,21.8776,0,0
265067,0,1,21.8776,0,0
265076,0,1,21.8776,0,0
265085,0,1,21.8776,0,0
265094,0,1,21.9718,0,0
265103,0,1,21.909,0,0
265112,0,1,21.909,0,0
265121,0,1,21.9404,0,0
265130,0,1,22.1288,0,0
265139,0,1,22.1288,0,0
265148,0,1,22.1288,0,0
265157,0,1,22.1288,0,0
265166,0,1,22.1288,0,0
265175,0,1,22.1288,0,0
265184,0,1,22.0974,0,0
265193,0,1,22.1288,0,0
265202,0,1,22.1288,0,0
265211,0,1,22.1288,0,0
265220,0,1,22.0974,0,0
265229,0,1,22.1602,0,0
265238,0,1,22.0974,0,0
265247,0,1,22.0974,0,0
